timeStamp,sym,price,qty
2023-01-01D12:02:38.000555224,USDJPY,114999167,283
2023-01-01D12:02:39.000093968,USDJPY,115000490,98
2023-01-01D12:02:39.000347868,EURUSD,1199904,932
2023-01-01D12:02:39.000445566,GBPUSD,1349875,335
2023-01-01D12:02:40.000054386,USDJPY,114999778,584
2023-01-01D12:02:40.000865499,EURUSD,1199677,290
2023-01-01D12:02:40.000985034,GBPUSD,1349852,868
2023-01-01D12:02:41.000513164,USDJPY,115000208,163
2023-01-01D12:02:41.000635573,EURUSD,1200989,943
2023-01-01D12:02:41.000867109,GBPUSD,1349180,557
2023-01-01D12:02:42.000225733,GBPUSD,1349311,406
2023-01-01D12:02:42.000471926,EURUSD,1200515,912
2023-01-01D12:02:42.000786748,USDJPY,115000664,112
2023-01-01D12:02:43.000252591,GBPUSD,1351004,161
2023-01-01D12:02:43.000397506,USDJPY,114999477,410
2023-01-01D12:02:43.000910533,EURUSD,1199965,472
2023-01-01D12:02:44.000305406,USDJPY,115000529,215
2023-01-01D12:02:44.000371074,EURUSD,1200097,462
2023-01-01D12:02:44.000710611,GBPUSD,1350195,488
2023-01-01D12:02:45.000350273,EURUSD,1199141,825
2023-01-01D12:02:45.000380675,GBPUSD,1349809,144
2023-01-01D12:02:45.000729225,USDJPY,114999313,647
2023-01-01D12:02:46.000057761,GBPUSD,1349571,542
2023-01-01D12:02:46.000174710,EURUSD,1199915,916
2023-01-01D12:02:46.000615127,USDJPY,115000063,348
2023-01-01D12:02:47.000341464,GBPUSD,1350444,778
2023-01-01D12:02:47.000498149,USDJPY,115000684,167
2023-01-01D12:02:47.000603371,EURUSD,1199512,796
2023-01-01D12:02:48.000026523,USDJPY,115000099,209
2023-01-01D12:02:48.000511010,GBPUSD,1350954,889
2023-01-01D12:02:48.000826663,EURUSD,1199223,977
2023-01-01D12:02:49.000139667,EURUSD,1199421,483
2023-01-01D12:02:49.000410292,GBPUSD,1350212,620
2023-01-01D12:02:49.000690590,USDJPY,114999671,548
2023-01-01D12:02:50.000151104,USDJPY,114999770,566
2023-01-01D12:02:50.000693515,EURUSD,1200181,545
2023-01-01D12:02:50.000867487,GBPUSD,1349317,650
2023-01-01D12:02:51.000004065,GBPUSD,1350124,177
2023-01-01D12:02:51.000129284,USDJPY,114999964,706
2023-01-01D12:02:51.000522548,EURUSD,1200808,891
2023-01-01D12:02:52.000070128,EURUSD,1200964,940
2023-01-01D12:02:52.000158852,USDJPY,114999228,576
2023-01-01D12:02:52.000540532,GBPUSD,1350048,933
2023-01-01D12:02:53.000344267,EURUSD,1201012,347
2023-01-01D12:02:53.000376542,USDJPY,115000717,266
2023-01-01D12:02:53.000757665,GBPUSD,1349410,406
2023-01-01D12:02:54.000234204,GBPUSD,1349694,84
2023-01-01D12:02:54.000438926,USDJPY,115000252,375
2023-01-01D12:02:54.000748686,EURUSD,1199746,75
2023-01-01D12:02:55.000267552,GBPUSD,1349667,544
2023-01-01D12:02:55.000611417,USDJPY,114999509,781
2023-01-01D12:02:55.000867298,EURUSD,1200532,118
2023-01-01D12:02:56.000099617,GBPUSD,1349727,168
2023-01-01D12:02:56.000257562,USDJPY,115000596,127
2023-01-01D12:02:56.000425728,EURUSD,1200283,598
2023-01-01D12:02:57.000609917,GBPUSD,1350785,170
2023-01-01D12:02:57.000825483,USDJPY,114999396,358
2023-01-01D12:02:57.000939877,EURUSD,1199725,444
2023-01-01D12:02:58.000113489,EURUSD,1199050,105
2023-01-01D12:02:58.000784143,GBPUSD,1350161,103
2023-01-01D12:02:58.000944629,USDJPY,115000154,544
2023-01-01D12:02:59.000338856,USDJPY,114999672,871
2023-01-01D12:02:59.000758045,EURUSD,1200069,633
2023-01-01D12:02:59.000990602,GBPUSD,1349798,867
2023-01-01D12:03:00.000095867,EURUSD,1200399,861
2023-01-01D12:03:00.000549823,USDJPY,115000939,984
2023-01-01D12:03:00.000955384,GBPUSD,1349352,464
2023-01-01D12:03:01.000117464,EURUSD,1199273,432
2023-01-01D12:03:01.000124040,GBPUSD,1349658,545
2023-01-01D12:03:01.000484751,USDJPY,115000437,768
2023-01-01D12:03:02.000125513,GBPUSD,1350824,842
2023-01-01D12:03:02.000512613,EURUSD,1200535,839
2023-01-01D12:03:02.000707990,USDJPY,115000403,12
2023-01-01D12:03:03.000486062,USDJPY,115000733,104
2023-01-01D12:03:03.000514661,EURUSD,1200892,946
2023-01-01D12:03:03.000810349,GBPUSD,1349158,525
2023-01-01D12:03:04.000309983,USDJPY,114999186,673
2023-01-01D12:03:04.000327241,EURUSD,1200123,993
2023-01-01D12:03:04.000844888,GBPUSD,1350344,370
2023-01-01D12:03:05.000009831,USDJPY,115000741,946
2023-01-01D12:03:05.000025527,EURUSD,1199975,275
2023-01-01D12:03:05.000794427,GBPUSD,1349879,647
2023-01-01D12:03:06.000328028,GBPUSD,1349501,850
2023-01-01D12:03:06.000363439,EURUSD,1199693,517
2023-01-01D12:03:06.000456677,USDJPY,115000415,702
2023-01-01D12:03:07.000455380,USDJPY,115000204,14
2023-01-01D12:03:07.000799954,EURUSD,1199520,743
2023-01-01D12:03:07.000952553,GBPUSD,1349676,306
2023-01-01D12:03:08.000261420,EURUSD,1200566,537
2023-01-01D12:03:08.000758749,USDJPY,114999222,159
2023-01-01D12:03:08.000827281,GBPUSD,1350290,109
2023-01-01D12:03:09.000237416,USDJPY,114999206,242
2023-01-01D12:03:09.000649675,EURUSD,1201009,921
2023-01-01D12:03:09.000900738,GBPUSD,1350980,555
2023-01-01D12:03:10.000293720,USDJPY,115000873,381
2023-01-01D12:03:10.000417935,GBPUSD,1350231,780
2023-01-01D12:03:10.000925684,EURUSD,1199057,684
2023-01-01D12:03:11.000536655,USDJPY,114999529,490
2023-01-01D12:03:11.000624797,EURUSD,1199431,874
2023-01-01D12:03:11.000702530,GBPUSD,1349395,788
2023-01-01D12:03:12.000249750,EURUSD,1199884,152
2023-01-01D12:03:12.000499790,GBPUSD,1350210,769
2023-01-01D12:03:12.000639107,USDJPY,115000290,407
2023-01-01D12:03:13.000012721,EURUSD,1200452,26
2023-01-01D12:03:13.000158136,USDJPY,114999634,879
2023-01-01D12:03:13.000998864,GBPUSD,1350358,506
2023-01-01D12:03:14.000038006,EURUSD,1199748,370
2023-01-01D12:03:14.000151338,USDJPY,114999863,144
2023-01-01D12:03:14.000974266,GBPUSD,1350538,453
2023-01-01D12:03:15.000621588,EURUSD,1199284,748
2023-01-01D12:03:15.000854564,USDJPY,114999252,455
2023-01-01D12:03:15.000923087,GBPUSD,1350441,907
2023-01-01D12:03:16.000063449,USDJPY,115000042,925
2023-01-01D12:03:16.000287547,EURUSD,1199556,103
2023-01-01D12:03:16.000910525,GBPUSD,1350467,10
2023-01-01D12:03:17.000018905,USDJPY,114999240,397
2023-01-01D12:03:17.000291989,EURUSD,1199742,218
2023-01-01D12:03:17.000625574,GBPUSD,1349378,985
2023-01-01D12:03:18.000010409,GBPUSD,1349384,561
2023-01-01D12:03:18.000257293,EURUSD,1199338,335
2023-01-01D12:03:18.000394300,USDJPY,114999406,898
2023-01-01D12:03:19.000070573,GBPUSD,1350949,982
2023-01-01D12:03:19.000410804,USDJPY,115000869,176
2023-01-01D12:03:19.000491455,EURUSD,1199663,1000
2023-01-01D12:03:20.000183811,EURUSD,1200103,480
2023-01-01D12:03:20.000978428,GBPUSD,1349788,984
2023-01-01D12:03:20.000981117,USDJPY,115000446,280
2023-01-01D12:03:21.000399327,GBPUSD,1350889,460
2023-01-01D12:03:21.000452004,EURUSD,1199293,141
2023-01-01D12:03:21.000873236,USDJPY,115000476,80
2023-01-01D12:03:22.000105797,GBPUSD,1350680,538
2023-01-01D12:03:22.000938258,EURUSD,1199284,860
2023-01-01D12:03:22.000992591,USDJPY,114999486,889
2023-01-01D12:03:23.000145638,GBPUSD,1349111,757
2023-01-01D12:03:23.000333479,EURUSD,1200023,188
2023-01-01D12:03:23.000338929,USDJPY,114999706,969
2023-01-01D12:03:24.000397396,USDJPY,115000116,972
2023-01-01D12:03:24.000418161,EURUSD,1200130,674
2023-01-01D12:03:24.000850825,GBPUSD,1350214,119
2023-01-01D12:03:25.000104090,USDJPY,115000063,397
2023-01-01D12:03:25.000844065,EURUSD,1199367,356
2023-01-01D12:03:25.000855209,GBPUSD,1349865,668
2023-01-01D12:03:26.000111666,EURUSD,1199803,693
2023-01-01D12:03:26.000150321,GBPUSD,1349745,785
2023-01-01D12:03:26.000965100,USDJPY,115000429,111
2023-01-01D12:03:27.000392936,USDJPY,114999190,156
2023-01-01D12:03:27.000452927,GBPUSD,1350764,167
2023-01-01D12:03:27.000575845,EURUSD,1199341,891
2023-01-01D12:03:28.000150794,EURUSD,1200865,844
2023-01-01D12:03:28.000329595,GBPUSD,1349805,127
2023-01-01D12:03:28.000739457,USDJPY,115000459,319
2023-01-01D12:03:29.000177048,USDJPY,114999520,985
2023-01-01D12:03:29.000782515,EURUSD,1200816,758
2023-01-01D12:03:29.000862438,GBPUSD,1349913,413
2023-01-01D12:03:30.000240731,GBPUSD,1350415,337
2023-01-01D12:03:30.000372691,EURUSD,1200235,593
2023-01-01D12:03:30.000694647,USDJPY,115000487,148
2023-01-01D12:03:31.000072890,EURUSD,1199670,11
2023-01-01D12:03:31.000287197,USDJPY,114999441,826
2023-01-01D12:03:31.000762381,GBPUSD,1350986,756
2023-01-01D12:03:32.000358855,USDJPY,114999332,758
2023-01-01D12:03:32.000362220,EURUSD,1200441,409
2023-01-01D12:03:32.000372665,GBPUSD,1349966,674
2023-01-01D12:03:33.000152813,USDJPY,115000990,206
2023-01-01D12:03:33.000698490,EURUSD,1199351,965
2023-01-01D12:03:33.000933325,GBPUSD,1350847,974
2023-01-01D12:03:34.000083722,GBPUSD,1349936,252
2023-01-01D12:03:34.000121595,USDJPY,114999975,622
2023-01-01D12:03:34.000545380,EURUSD,1199316,701
2023-01-01D12:03:35.000191024,GBPUSD,1349634,208
2023-01-01D12:03:35.000533879,EURUSD,1199396,768
2023-01-01D12:03:35.000852311,USDJPY,114999874,882
2023-01-01D12:03:36.000114483,EURUSD,1199325,207
2023-01-01D12:03:36.000123649,USDJPY,115000940,587
2023-01-01D12:03:36.000478232,GBPUSD,1349945,37
2023-01-01D12:03:37.000195676,EURUSD,1200829,856
2023-01-01D12:03:37.000400709,USDJPY,115000479,625
2023-01-01D12:03:37.000633945,GBPUSD,1350232,595
2023-01-01D12:03:38.000392809,USDJPY,115000548,512
2023-01-01D12:03:38.000458635,GBPUSD,1349601,67
2023-01-01D12:03:38.000546749,EURUSD,1200370,730
2023-01-01D12:03:39.000455323,EURUSD,1199923,383
2023-01-01D12:03:39.000576623,GBPUSD,1349052,43
2023-01-01D12:03:39.000908264,USDJPY,115001001,107
2023-01-01D12:03:40.000115731,GBPUSD,1349156,632
2023-01-01D12:03:40.000117261,EURUSD,1199193,557
2023-01-01D12:03:40.000839313,USDJPY,115000807,235
2023-01-01D12:03:41.000476159,GBPUSD,1350302,310
2023-01-01D12:03:41.000817962,EURUSD,1200797,169
2023-01-01D12:03:41.000952376,USDJPY,115000165,124
2023-01-01D12:03:42.000346471,USDJPY,115000096,704
2023-01-01D12:03:42.000763119,EURUSD,1200138,167
2023-01-01D12:03:42.000873593,GBPUSD,1349143,931
2023-01-01D12:03:43.000041181,USDJPY,114999211,734
2023-01-01D12:03:43.000682088,GBPUSD,1349959,304
2023-01-01D12:03:43.000775168,EURUSD,1200192,499
2023-01-01D12:03:44.000143125,USDJPY,114999127,402
2023-01-01D12:03:44.000384953,EURUSD,1200161,693
2023-01-01D12:03:44.000424012,GBPUSD,1350582,318
2023-01-01D12:03:45.000606889,EURUSD,1199723,491
2023-01-01D12:03:45.000655958,GBPUSD,1350433,705
2023-01-01D12:03:45.000737512,USDJPY,114999187,330
2023-01-01D12:03:46.000252873,EURUSD,1199144,40
2023-01-01D12:03:46.000831054,USDJPY,114999507,961
2023-01-01D12:03:46.000863398,GBPUSD,1350042,346
2023-01-01D12:03:47.000112666,USDJPY,115000028,697
2023-01-01D12:03:47.000643561,EURUSD,1199700,133
2023-01-01D12:03:47.000963260,GBPUSD,1349852,926
2023-01-01D12:03:48.000129006,GBPUSD,1349184,159
2023-01-01D12:03:48.000235153,USDJPY,114999085,94
2023-01-01D12:03:48.000715893,EURUSD,1199283,498
2023-01-01D12:03:49.000463162,GBPUSD,1349819,932
2023-01-01D12:03:49.000780566,EURUSD,1200350,237
2023-01-01D12:03:49.000878041,USDJPY,115000970,941
2023-01-01D12:03:50.000050491,EURUSD,1199731,225
2023-01-01D12:03:50.000263973,USDJPY,114999781,576
2023-01-01D12:03:50.000266031,GBPUSD,1350355,508
2023-01-01D12:03:51.000490313,EURUSD,1199663,182
2023-01-01D12:03:51.000818544,GBPUSD,1350386,175
2023-01-01D12:03:51.000898801,USDJPY,114999184,331
2023-01-01D12:03:52.000323603,EURUSD,1199836,257
2023-01-01D12:03:52.000459193,USDJPY,114999411,137
2023-01-01D12:03:52.000847027,GBPUSD,1349429,186
2023-01-01D12:03:53.000033693,USDJPY,114999488,595
2023-01-01D12:03:53.000191374,EURUSD,1199979,780
2023-01-01D12:03:53.000773349,GBPUSD,1349324,607
2023-01-01D12:03:54.000304137,GBPUSD,1349927,245
2023-01-01D12:03:54.000587903,EURUSD,1199358,800
2023-01-01D12:03:54.000796634,USDJPY,115000972,779
2023-01-01D12:03:55.000556670,GBPUSD,1349946,59
2023-01-01D12:03:55.000665238,USDJPY,115000164,208
2023-01-01D12:03:55.000836461,EURUSD,1199583,279
2023-01-01D12:03:56.000182927,GBPUSD,1350052,295
2023-01-01D12:03:56.000284543,EURUSD,1199954,41
2023-01-01D12:03:56.000611813,USDJPY,114999463,521
2023-01-01D12:03:57.000051889,USDJPY,115000094,518
2023-01-01D12:03:57.000285079,EURUSD,1200973,394
2023-01-01D12:03:57.000770861,GBPUSD,1350289,72
2023-01-01D12:03:58.000292513,USDJPY,115001022,313
2023-01-01D12:03:58.000717302,EURUSD,1200107,783
2023-01-01D12:03:58.000980854,GBPUSD,1350160,657
2023-01-01D12:03:59.000039843,EURUSD,1199137,407
2023-01-01D12:03:59.000486617,GBPUSD,1349936,479
2023-01-01D12:03:59.000867926,USDJPY,115000769,592
2023-01-01D12:04:00.000275415,EURUSD,1199584,534
2023-01-01D12:04:00.000296599,USDJPY,115001011,862
2023-01-01D12:04:00.000771598,GBPUSD,1349446,634
2023-01-01D12:04:01.000229077,GBPUSD,1350322,352
2023-01-01D12:04:01.000502609,EURUSD,1200615,661
2023-01-01D12:04:01.000943528,USDJPY,115000283,609
2023-01-01D12:04:02.000425163,USDJPY,115000939,29
2023-01-01D12:04:02.000552728,EURUSD,1200887,543
2023-01-01D12:04:02.000737089,GBPUSD,1349756,838
2023-01-01D12:04:03.000084673,GBPUSD,1349672,851
2023-01-01D12:04:03.000111092,USDJPY,114999409,79
2023-01-01D12:04:03.000756516,EURUSD,1199076,802
2023-01-01D12:04:04.000618748,GBPUSD,1350023,409
2023-01-01D12:04:04.000903657,USDJPY,115000848,228
2023-01-01D12:04:04.000933413,EURUSD,1200926,692
2023-01-01D12:04:05.000321548,USDJPY,114999842,61
2023-01-01D12:04:05.000390877,GBPUSD,1350914,93
2023-01-01D12:04:05.000684866,EURUSD,1200467,155
2023-01-01D12:04:06.000124370,EURUSD,1200650,865
2023-01-01D12:04:06.000270752,USDJPY,114999616,385
2023-01-01D12:04:06.000390304,GBPUSD,1349118,24
2023-01-01D12:04:07.000046235,USDJPY,114999864,826
2023-01-01D12:04:07.000819046,EURUSD,1200663,183
2023-01-01D12:04:07.000825868,GBPUSD,1350485,756
2023-01-01D12:04:08.000382323,USDJPY,114999769,138
2023-01-01D12:04:08.000382485,EURUSD,1200997,966
2023-01-01D12:04:08.000686161,GBPUSD,1350555,468
2023-01-01D12:04:09.000012386,GBPUSD,1350581,113
2023-01-01D12:04:09.000247086,EURUSD,1200865,783
2023-01-01D12:04:09.000606028,USDJPY,115000868,378
2023-01-01D12:04:10.000097550,USDJPY,115000683,799
2023-01-01D12:04:10.000722245,EURUSD,1199511,103
2023-01-01D12:04:10.000873945,GBPUSD,1349738,703
2023-01-01D12:04:11.000394835,GBPUSD,1350597,399
2023-01-01D12:04:11.000647050,USDJPY,114999086,940
2023-01-01D12:04:11.000787527,EURUSD,1200406,927
2023-01-01D12:04:12.000284665,EURUSD,1200062,662
2023-01-01D12:04:12.000636706,GBPUSD,1349517,492
2023-01-01D12:04:12.000807673,USDJPY,115000920,401
2023-01-01D12:04:13.000514086,GBPUSD,1350942,572
2023-01-01D12:04:13.000770287,EURUSD,1199254,486
2023-01-01D12:04:13.000857107,USDJPY,115000477,378
2023-01-01D12:04:14.000525472,GBPUSD,1350844,999
2023-01-01D12:04:14.000602368,EURUSD,1200892,28
2023-01-01D12:04:14.000638762,USDJPY,114999490,150
2023-01-01D12:04:15.000276520,GBPUSD,1349077,205
2023-01-01D12:04:15.000364549,USDJPY,115001050,393
2023-01-01D12:04:15.000931889,EURUSD,1200493,160
2023-01-01D12:04:16.000187696,EURUSD,1199275,657
2023-01-01D12:04:16.000325345,USDJPY,114999843,488
2023-01-01D12:04:16.000955996,GBPUSD,1350626,861
2023-01-01D12:04:17.000285316,GBPUSD,1349255,531
2023-01-01D12:04:17.000428075,USDJPY,115000378,510
2023-01-01D12:04:17.000982408,EURUSD,1200404,950
2023-01-01D12:04:18.000121708,GBPUSD,1349316,262
2023-01-01D12:04:18.000505880,USDJPY,115000395,133
2023-01-01D12:04:18.000696069,EURUSD,1200328,283
2023-01-01D12:04:19.000202994,EURUSD,1200299,114
2023-01-01D12:04:19.000439890,GBPUSD,1350293,273
2023-01-01D12:04:19.000920814,USDJPY,114999212,649
2023-01-01D12:04:20.000006092,GBPUSD,1350494,966
2023-01-01D12:04:20.000595091,USDJPY,115000074,642
2023-01-01D12:04:20.000643870,EURUSD,1200589,234
2023-01-01D12:04:21.000324918,GBPUSD,1350711,51
2023-01-01D12:04:21.000940069,USDJPY,115000030,230
2023-01-01D12:04:21.000969803,EURUSD,1200114,277
2023-01-01D12:04:22.000431008,GBPUSD,1349903,574
2023-01-01D12:04:22.000440893,EURUSD,1200752,360
2023-01-01D12:04:22.000542355,USDJPY,115000958,304
2023-01-01D12:04:23.000413823,USDJPY,114999411,803
2023-01-01D12:04:23.000715255,EURUSD,1200968,962
2023-01-01D12:04:23.000813260,GBPUSD,1349215,93
2023-01-01D12:04:24.000196638,GBPUSD,1349567,69
2023-01-01D12:04:24.000756879,USDJPY,115000350,576
2023-01-01D12:04:24.000973961,EURUSD,1199720,411
2023-01-01D12:04:25.000479362,GBPUSD,1350062,534
2023-01-01D12:04:25.000481050,EURUSD,1200309,95
2023-01-01D12:04:25.000829414,USDJPY,115000141,798
2023-01-01D12:04:26.000380683,GBPUSD,1350479,532
2023-01-01D12:04:26.000434516,EURUSD,1199434,48
2023-01-01D12:04:26.000764662,USDJPY,115000979,785
2023-01-01D12:04:27.000491412,GBPUSD,1349570,17
2023-01-01D12:04:27.000644850,EURUSD,1199639,484
2023-01-01D12:04:27.000755963,USDJPY,114999151,938
2023-01-01D12:04:28.000125225,GBPUSD,1350282,684
2023-01-01D12:04:28.000181187,USDJPY,115000123,50
2023-01-01D12:04:28.000202933,EURUSD,1199062,983
2023-01-01D12:04:29.000299646,GBPUSD,1349403,972
2023-01-01D12:04:29.000358562,EURUSD,1199723,509
2023-01-01D12:04:29.000575649,USDJPY,114999946,804
2023-01-01D12:04:30.000345015,GBPUSD,1349683,103
2023-01-01D12:04:30.000387337,EURUSD,1200328,139
2023-01-01D12:04:30.000856689,USDJPY,114999732,96
2023-01-01D12:04:31.000371822,EURUSD,1200212,963
2023-01-01D12:04:31.000519164,GBPUSD,1350668,200
2023-01-01D12:04:31.000713000,USDJPY,114999610,589
2023-01-01D12:04:32.000285492,USDJPY,115000782,591
2023-01-01D12:04:32.000642839,GBPUSD,1350531,806
2023-01-01D12:04:32.000696151,EURUSD,1200776,841
2023-01-01D12:04:33.000189765,USDJPY,114999898,966
2023-01-01D12:04:33.000353293,GBPUSD,1350233,218
2023-01-01D12:04:33.000679071,EURUSD,1200405,83
2023-01-01D12:04:34.000020241,GBPUSD,1349187,470
2023-01-01D12:04:34.000335672,USDJPY,115000083,433
2023-01-01D12:04:34.000631685,EURUSD,1199674,634
2023-01-01D12:04:35.000084820,EURUSD,1199207,279
2023-01-01D12:04:35.000198788,GBPUSD,1349970,191
2023-01-01D12:04:35.000226643,USDJPY,115000657,862
2023-01-01D12:04:36.000570430,GBPUSD,1350428,891
2023-01-01D12:04:36.000636228,EURUSD,1200653,89
2023-01-01D12:04:36.000798931,USDJPY,114999638,904
2023-01-01D12:04:37.000287944,EURUSD,1200203,172
2023-01-01D12:04:37.000389414,USDJPY,114999728,791
2023-01-01D12:04:37.000943660,GBPUSD,1349958,968
2023-01-01D12:04:38.000092445,GBPUSD,1350129,482
2023-01-01D12:04:38.000338131,USDJPY,115000448,322
2023-01-01D12:04:38.000966896,EURUSD,1200730,35
2023-01-01D12:04:39.000060713,EURUSD,1199578,886
2023-01-01D12:04:39.000159717,USDJPY,115000352,349
2023-01-01D12:04:39.000863295,GBPUSD,1350153,66
2023-01-01D12:04:40.000543874,EURUSD,1199116,934
2023-01-01D12:04:40.000648193,USDJPY,115000788,360
2023-01-01D12:04:40.000696685,GBPUSD,1349368,444
2023-01-01D12:04:41.000328002,EURUSD,1199973,666
2023-01-01D12:04:41.000586291,USDJPY,115000062,765
2023-01-01D12:04:41.000699878,GBPUSD,1350979,355
2023-01-01D12:04:42.000067367,GBPUSD,1350886,333
2023-01-01D12:04:42.000683008,EURUSD,1200311,123
2023-01-01D12:04:42.000863430,USDJPY,115000945,711
2023-01-01D12:04:43.000052182,USDJPY,115000060,972
2023-01-01D12:04:43.000341803,GBPUSD,1349419,121
2023-01-01D12:04:43.000962380,EURUSD,1200213,231
2023-01-01D12:04:44.000152396,USDJPY,115000439,190
2023-01-01D12:04:44.000309313,EURUSD,1199863,183
2023-01-01D12:04:44.000926669,GBPUSD,1350350,282
2023-01-01D12:04:45.000117766,GBPUSD,1350893,383
2023-01-01D12:04:45.000458029,EURUSD,1200494,50
2023-01-01D12:04:45.000717842,USDJPY,114999947,439
2023-01-01D12:04:46.000699215,GBPUSD,1350750,85
2023-01-01D12:04:46.000708580,USDJPY,114999805,39
2023-01-01D12:04:46.000829419,EURUSD,1200348,215
2023-01-01D12:04:47.000596073,EURUSD,1199428,714
2023-01-01D12:04:47.000617535,USDJPY,114999776,256
2023-01-01D12:04:47.000920301,GBPUSD,1350313,963
2023-01-01D12:04:48.000524669,GBPUSD,1350685,653
2023-01-01D12:04:48.000555158,EURUSD,1199113,53
2023-01-01D12:04:48.000614645,USDJPY,115000339,826
2023-01-01D12:04:49.000501506,EURUSD,1199282,441
2023-01-01D12:04:49.000608259,GBPUSD,1350572,389
2023-01-01D12:04:49.000947977,USDJPY,115001013,990
2023-01-01D12:04:50.000095171,EURUSD,1200751,566
2023-01-01D12:04:50.000536775,GBPUSD,1350656,609
2023-01-01D12:04:50.000758309,USDJPY,114999575,730
2023-01-01D12:04:51.000156337,USDJPY,115000274,564
2023-01-01D12:04:51.000329352,GBPUSD,1349989,865
2023-01-01D12:04:51.000588162,EURUSD,1200910,958
2023-01-01D12:04:52.000371944,EURUSD,1200297,515
2023-01-01D12:04:52.000654541,USDJPY,114999126,583
2023-01-01D12:04:52.000884101,GBPUSD,1350671,587
2023-01-01D12:04:53.000250890,USDJPY,115000518,715
2023-01-01D12:04:53.000265680,GBPUSD,1349334,238
2023-01-01D12:04:53.000322236,EURUSD,1200720,872
2023-01-01D12:04:54.000081652,GBPUSD,1349166,265
2023-01-01D12:04:54.000337144,USDJPY,115000121,182
2023-01-01D12:04:54.000919496,EURUSD,1199078,140
2023-01-01D12:04:55.000660601,GBPUSD,1349809,952
2023-01-01D12:04:55.000978707,EURUSD,1199122,270
2023-01-01D12:04:55.000979043,USDJPY,115000129,17
2023-01-01D12:04:56.000032057,EURUSD,1200705,928
2023-01-01D12:04:56.000113785,USDJPY,114999625,113
2023-01-01D12:04:56.000721426,GBPUSD,1349116,731
2023-01-01D12:04:57.000062182,USDJPY,114999459,694
2023-01-01D12:04:57.000166661,EURUSD,1199451,298
2023-01-01D12:04:57.000559270,GBPUSD,1350989,179
2023-01-01D12:04:58.000142028,EURUSD,1200020,918
2023-01-01D12:04:58.000780553,USDJPY,115000882,133
2023-01-01D12:04:58.000879803,GBPUSD,1349728,193
2023-01-01D12:04:59.000117623,USDJPY,115000616,757
2023-01-01D12:04:59.000192944,EURUSD,1200420,674
2023-01-01D12:04:59.000318563,GBPUSD,1350745,714
2023-01-01D12:05:00.000257357,GBPUSD,1349529,543
2023-01-01D12:05:00.000539864,USDJPY,114999860,628
2023-01-01D12:05:00.000587989,EURUSD,1199448,499
2023-01-01D12:05:01.000001230,USDJPY,115000026,590
2023-01-01D12:05:01.000221965,EURUSD,1200299,458
2023-01-01D12:05:01.000326962,GBPUSD,1349101,232
2023-01-01D12:05:02.000162443,GBPUSD,1349949,371
2023-01-01D12:05:02.000432711,USDJPY,115000507,262
2023-01-01D12:05:02.000761887,EURUSD,1200161,433
2023-01-01D12:05:03.000052064,GBPUSD,1350448,798
2023-01-01D12:05:03.000310800,EURUSD,1199609,15
2023-01-01D12:05:03.000810116,USDJPY,115000778,895
2023-01-01D12:05:04.000062851,EURUSD,1199703,483
2023-01-01D12:05:04.000808250,GBPUSD,1350716,231
2023-01-01D12:05:04.000992541,USDJPY,114999521,194
2023-01-01D12:05:05.000148083,EURUSD,1200018,641
2023-01-01D12:05:05.000611011,USDJPY,115000981,421
2023-01-01D12:05:05.000957360,GBPUSD,1350803,715
2023-01-01D12:05:06.000082937,EURUSD,1199175,502
2023-01-01D12:05:06.000790358,GBPUSD,1349234,807
2023-01-01D12:05:06.000903200,USDJPY,114999170,605
2023-01-01D12:05:07.000680490,USDJPY,114999112,532
2023-01-01D12:05:07.000776193,GBPUSD,1349293,288
2023-01-01D12:05:07.000978847,EURUSD,1199658,112
2023-01-01D12:05:08.000195162,GBPUSD,1350921,467
2023-01-01D12:05:08.000209993,USDJPY,114999211,498
2023-01-01D12:05:08.000637064,EURUSD,1199870,459
2023-01-01D12:05:09.000304642,GBPUSD,1350465,482
2023-01-01D12:05:09.000557981,USDJPY,115000025,844
2023-01-01D12:05:09.000817879,EURUSD,1200203,255
2023-01-01D12:05:10.000235839,EURUSD,1200283,314
2023-01-01D12:05:10.000409981,GBPUSD,1350822,534
2023-01-01D12:05:10.000642613,USDJPY,114999780,123
2023-01-01D12:05:11.000469033,GBPUSD,1349899,321
2023-01-01D12:05:11.000660446,EURUSD,1200920,102
2023-01-01D12:05:11.000913657,USDJPY,114999392,301
2023-01-01D12:05:12.000108300,USDJPY,115000763,447
2023-01-01D12:05:12.000167387,EURUSD,1199180,935
2023-01-01D12:05:12.000603858,GBPUSD,1350296,631
2023-01-01D12:05:13.000009293,EURUSD,1200747,819
2023-01-01D12:05:13.000043969,GBPUSD,1350883,335
2023-01-01D12:05:13.000948530,USDJPY,115000547,530
2023-01-01D12:05:14.000519004,GBPUSD,1349664,191
2023-01-01D12:05:14.000632647,EURUSD,1200318,948
2023-01-01D12:05:14.000780361,USDJPY,115000170,128
2023-01-01D12:05:15.000245430,EURUSD,1199910,744
2023-01-01D12:05:15.000284272,USDJPY,115000909,521
2023-01-01D12:05:15.000832013,GBPUSD,1350803,618
2023-01-01D12:05:16.000376223,EURUSD,1201045,720
2023-01-01D12:05:16.000527845,GBPUSD,1350257,738
2023-01-01D12:05:16.000663683,USDJPY,114999517,518
2023-01-01D12:05:17.000641620,EURUSD,1199927,35
